,TIME OCC,Vict Age,Crm Cd Desc,AREA NAME,Vict Sex,Premis Desc,Weapon Desc,LOCATION
938209,1350,24,4,1,0,199,58,9495
938216,1830,33,56,15,1,199,58,9539
938224,2250,24,2,15,1,199,51,9072
938226,357,39,14,6,1,189,68,4039
938228,2330,25,56,11,1,199,24,7487
938231,2100,31,37,2,0,189,58,8411
938239,1,25,52,15,0,189,58,5113
938242,750,37,56,11,1,199,5,5837
938243,2100,35,4,15,1,182,58,4945
938244,1000,67,4,12,1,159,58,6618
938248,2050,44,75,12,1,218,68,4623
938262,2215,29,4,0,0,188,58,6213
938268,200,31,37,15,0,199,58,2482
938271,1540,63,23,18,1,149,58,10139
938272,1809,42,4,6,1,199,58,9506
938273,1012,45,2,2,0,165,69,8784
938281,1400,20,2,6,1,189,24,2685
938286,500,40,4,16,0,189,58,7159
938291,2250,23,10,3,1,199,43,9893
938296,1700,16,2,4,1,199,66,3121
938298,2350,24,4,6,0,188,58,1273
938308,2200,55,21,0,0,151,38,4423
938318,2200,40,37,1,1,199,58,7990
938319,1630,29,10,14,1,189,51,4266
938322,1340,46,2,12,0,79,8,6613
938329,335,27,75,8,1,158,67,5558
938337,1725,45,4,15,1,79,58,6102
938340,1940,22,56,9,1,41,24,9652
938350,845,56,2,0,1,21,37,9945
938351,1920,46,23,14,0,189,70,3166
938357,1930,35,37,6,1,151,58,7659
938370,1928,29,4,14,1,188,58,6058
938374,1000,35,37,18,0,189,58,1119
938375,1036,66,56,12,1,3,68,7573
938382,1229,31,72,12,1,218,68,4623
938385,1000,40,4,20,1,158,58,2085
938393,1411,47,23,13,0,199,70,9187
938401,700,32,4,2,1,151,58,8461
938405,1600,28,4,20,0,151,58,3929
938408,2127,42,2,9,1,199,24,183
938419,1400,34,56,11,1,149,43,9649
938420,2015,50,16,18,1,189,68,2035
938428,1200,23,23,6,0,188,70,803
938429,1955,18,74,15,0,33,58,5046
938440,500,31,14,12,0,188,68,8827
938450,920,47,4,4,0,189,58,1270
938454,1805,21,37,3,0,189,58,1546
938460,1910,59,80,0,1,189,68,7980
938466,1427,16,23,10,0,193,70,4328
938475,1507,16,2,0,0,188,24,7778
938479,1245,64,2,6,0,188,58,9496
938507,1400,26,7,7,1,151,58,8449
938513,1415,40,4,12,1,218,58,4624
938514,1715,47,23,14,0,189,70,4626
938515,1500,15,10,9,1,67,28,9510
938517,1700,46,4,16,1,189,58,4139
938523,1530,41,2,9,1,199,24,3913
938537,1300,54,56,0,1,174,24,7108
938538,630,21,37,6,0,151,58,8635
938539,1030,30,4,0,0,189,58,7525
938540,1,46,56,6,1,159,58,9407
938541,1230,78,4,4,0,189,58,252
938545,2050,79,4,17,1,66,58,2572
938562,315,26,10,19,1,71,70,3076
938565,1830,24,4,8,0,199,14,7840
938575,1600,39,36,4,0,188,58,7352
938576,2215,84,4,17,1,182,58,2241
938578,2230,28,37,9,0,189,58,5298
938584,1200,48,2,2,1,164,28,8982
938587,1350,35,7,12,0,218,68,4623
938589,905,60,2,5,1,158,39,4940
938597,630,46,13,1,1,158,68,3186
938605,100,11,23,10,1,151,70,3594
938607,1250,53,2,7,0,151,56,2167
938622,1000,55,4,2,1,42,58,8558
938623,745,48,2,15,0,188,68,9278
938632,1900,34,37,19,0,151,58,2844
938636,955,57,10,6,1,165,33,6906
938641,1130,45,80,15,1,189,68,4546
938643,1050,21,4,6,1,189,58,7157
938648,1520,22,7,6,0,188,58,9506
938652,1900,50,14,6,1,199,68,7657
938654,1710,55,4,13,0,158,68,5351
938655,2300,40,4,19,1,189,58,3453
938657,200,28,52,16,0,189,58,7745
938658,2110,53,23,6,0,189,58,6244
938659,1530,40,4,5,1,79,68,5096
938675,1145,43,10,11,1,226,24,1787
938678,2240,31,2,17,1,199,69,7299
938680,230,28,2,8,1,199,24,7237
938683,1215,44,4,1,1,188,68,6593
938686,47,31,37,20,0,199,58,4032
938692,2315,23,72,12,0,218,68,4623
938696,1310,55,2,9,0,189,58,5483
938698,1900,20,10,7,1,199,53,1876
938699,2022,21,3,15,0,199,58,4945
938707,1000,55,4,16,0,158,68,6505
938718,1110,45,56,0,0,199,58,7988
938722,1905,44,2,19,0,199,58,9840
938728,1500,14,43,8,0,73,58,5700
938733,100,42,4,6,1,13,58,798
938735,2348,20,2,15,1,199,66,9576
938748,2100,37,43,8,1,136,58,6555
938749,2230,29,2,1,1,199,21,3687
938754,330,29,7,2,0,199,58,9061
938756,1530,43,2,1,1,199,28,5310
938765,1530,12,52,4,0,163,58,8133
938771,1600,23,4,7,0,189,58,2291
938777,1345,49,2,9,1,199,58,774
938786,1900,28,23,4,0,77,70,1297
938788,800,38,51,15,0,90,58,2996
938789,1200,16,7,7,0,151,58,8538
938795,1605,35,56,16,1,42,58,4028
938797,1355,24,2,6,1,199,24,10116
938807,1930,16,56,15,0,101,58,9365
938818,1820,49,80,15,1,223,24,5487
938835,1530,12,4,15,1,188,58,6076
938847,1245,31,23,15,0,189,70,6126
938857,1330,28,4,19,1,151,58,6914
938859,120,58,4,2,1,199,68,3996
938884,1735,32,4,1,0,154,58,199
938885,315,30,4,6,1,189,58,7070
938893,1545,51,56,15,1,188,58,10072
938897,42,24,75,12,0,218,68,4623
938903,1610,18,2,15,1,199,51,9072
938909,1830,60,4,12,1,86,58,4986
938912,2130,56,4,1,1,87,58,6742
938917,1440,58,4,20,0,189,58,1245
938918,230,43,56,4,1,199,3,9227
938927,1530,33,4,20,1,159,68,7677
938928,1630,58,4,17,1,199,58,1594
938937,1400,47,23,12,1,199,70,1201
938961,1850,41,4,18,0,165,58,1150
938982,1000,44,4,0,0,189,58,8594
938986,1530,71,4,12,0,79,68,1115
938988,1530,14,23,16,1,67,70,6306
938989,1210,21,38,0,0,199,58,7736
938992,1100,13,18,0,1,73,58,7596
938998,1930,37,4,3,0,199,58,9399
939022,1600,48,75,12,0,218,68,4623
939026,1510,41,4,12,1,188,58,9
939027,400,32,56,15,0,199,51,9483
939064,1910,29,56,6,1,199,24,9975
939070,850,19,4,19,1,125,58,9838
939072,100,23,37,3,1,189,58,521
939079,2100,33,37,14,0,227,58,6005
939084,545,18,4,15,1,189,68,4965
939092,1430,39,2,17,0,189,68,7248
939097,1800,34,4,8,0,199,58,9192
939098,1020,28,72,12,0,218,68,4623
939100,1535,19,2,19,0,199,14,9641
939111,430,31,37,0,0,189,58,277
939112,2115,28,37,8,0,151,58,1429
939125,230,71,56,10,1,188,58,9956
939126,45,34,37,7,1,199,58,1588
939131,1,21,4,6,1,154,58,7120
939143,1600,27,2,11,1,199,21,4723
939144,2100,20,2,15,1,199,21,9504
939151,1150,32,37,2,0,151,58,3232
939161,1930,34,2,8,1,151,58,1177
939164,1325,22,7,15,1,188,58,5149
939168,1130,24,37,6,0,151,58,2728
939182,800,41,4,6,1,189,58,7562
939191,715,53,2,0,1,189,35,6458
939197,1450,11,44,2,1,73,68,3109
939198,1830,48,23,8,1,165,70,10028
939206,1320,22,16,14,0,151,58,8192
939208,200,33,56,9,0,199,58,3159
939213,2115,37,54,8,1,188,24,9602
939218,2050,36,23,4,0,77,70,3605
939222,903,28,56,0,1,199,58,7641
939224,2100,51,52,0,0,189,58,368
939228,2015,23,4,8,0,159,58,5869
939248,2000,37,36,20,0,189,58,293
939255,1445,28,2,13,1,199,69,9242
939262,900,26,37,1,0,223,58,17
939265,700,27,56,0,1,199,58,8387
939267,330,23,4,19,1,189,58,3242
939275,445,50,2,8,1,188,68,4918
939277,1900,47,36,17,1,189,68,7806
939300,1715,33,4,1,0,188,58,3687
939315,1130,42,2,14,0,189,37,8554
939317,1800,22,23,19,0,151,70,2830
939330,1430,32,37,0,0,199,58,10117
939332,440,29,56,0,0,151,58,8387
939340,1930,65,80,17,0,189,58,5665
939353,2054,34,2,13,1,188,66,3012
939365,105,28,14,9,1,199,68,7365
939378,750,52,81,6,1,158,58,6420
939381,950,24,75,12,0,218,68,6634
939382,30,17,4,12,0,165,58,5834
939388,100,52,56,2,1,199,24,9798
939396,2200,34,4,7,0,31,58,8333
939401,1000,45,4,19,0,188,58,3285
939403,1045,42,36,8,0,189,58,6358
939406,830,55,56,0,1,188,68,9278
939414,1200,64,75,12,1,218,68,7396
939418,2010,43,2,19,1,151,28,3058
939421,1140,39,13,17,0,59,35,2529
939422,2145,32,2,10,1,199,24,9492
939432,1950,34,4,4,1,151,58,7524
939434,2145,33,4,12,0,218,68,7396
939438,2150,22,2,0,0,188,0,9522
939444,2335,42,56,19,1,60,24,3235
939453,1515,26,61,13,0,151,24,5253
939458,1500,51,4,8,1,164,58,1047
939464,2030,31,37,19,0,151,58,3105
939466,1800,41,2,7,1,199,51,9165
939467,1950,41,37,5,0,189,58,4314
939488,1400,18,2,0,0,189,24,6996
939504,245,47,70,19,1,199,58,9196
939512,1330,25,37,6,0,151,58,7568
939514,400,47,36,0,0,189,58,3215
939518,2200,14,22,14,1,165,68,4194
939519,945,37,23,19,1,199,70,2821
939527,950,60,2,0,1,199,58,7696
939554,1200,31,80,3,0,223,58,9974
939562,715,56,56,20,0,21,58,10037
939574,2130,18,4,14,1,188,58,8556
939583,1,22,4,15,0,199,58,4577
939585,1456,27,4,19,0,151,58,6237
939586,730,51,14,15,1,199,68,4530
939589,525,41,2,0,1,188,24,6872
939597,2000,40,37,10,0,189,58,6140
939600,700,62,4,2,1,162,58,8942
939606,630,43,10,0,1,199,24,10042
939627,1230,28,7,16,0,151,58,3826
939633,1200,31,4,19,0,151,68,3286
939634,2345,26,2,6,1,13,68,6185
939643,20,35,36,0,1,60,69,6317
939646,800,29,37,7,0,3,58,8418
939656,2220,19,37,17,0,151,58,2306
939658,1920,48,37,7,0,59,58,2328
939664,1940,13,2,14,0,165,58,9027
939672,1020,28,61,14,0,189,66,2934
939675,305,28,2,0,1,189,66,2135
939684,1640,43,3,7,0,199,56,8455
939686,2330,55,23,15,1,189,70,4080
939691,2018,50,4,14,0,188,58,6679
939700,2145,33,2,17,0,199,39,10026
939711,20,46,4,11,1,165,58,5010
939714,1030,66,4,8,1,199,58,5830
939715,1100,18,10,7,1,189,28,8391
939726,40,22,56,6,1,151,24,6299
939732,615,49,4,0,0,189,58,8760
939745,700,27,37,13,0,151,58,3543
939748,1930,27,4,8,0,199,58,9593
939751,1735,3,2,14,1,165,66,9528
939755,230,46,22,15,1,151,36,4091
939757,345,24,37,5,0,189,58,4990
939759,1430,68,23,14,0,189,70,3908
939767,1600,59,4,9,0,151,58,4897
939778,1130,23,36,13,0,151,58,4692
939781,2215,20,37,19,0,151,58,6967
939787,2330,35,37,7,0,151,58,8460
939790,640,22,56,4,0,199,24,4801
939793,1850,32,4,6,0,158,58,2425
939798,2030,49,4,4,0,164,58,6024
939805,900,40,13,16,1,158,68,3987
939807,1740,50,27,15,0,199,66,10090
939814,1350,49,4,11,1,149,58,10139
939818,1530,15,4,7,0,182,58,7973
939821,2300,31,37,14,1,189,58,8580
939822,1530,41,4,20,0,151,58,8115
939825,2200,20,13,9,1,9,68,7637
939829,800,25,56,11,1,199,58,2642
939834,2020,50,10,18,1,188,28,1120
939835,2200,22,37,6,0,188,58,9617
939837,2345,24,37,8,0,189,58,7176
939861,600,21,23,20,0,3,70,5793
939869,1419,59,80,20,1,165,66,9810
939872,1800,21,10,19,1,188,24,9472
939896,2200,15,58,10,0,199,58,7991
939900,2100,60,2,14,1,189,58,2694
939901,2250,47,36,2,0,199,5,3043
939903,1450,29,2,1,1,0,58,6720
939908,2230,25,37,1,0,165,58,7989
939912,2100,47,37,12,0,165,58,1266
939916,2330,30,2,8,1,182,8,1882
939918,1700,11,18,17,1,151,58,2229
939919,2130,41,37,7,1,189,58,8541
939927,850,31,4,8,1,199,58,5145
939934,1342,31,75,12,0,218,68,6634
939941,820,29,4,11,0,151,8,4948
939947,730,29,37,14,0,189,58,8023
939952,1000,53,4,1,1,74,58,8065
939957,1719,47,4,1,1,223,58,1232
939960,1945,38,37,15,0,199,58,9908
939964,200,33,56,11,1,199,51,10138
939965,2000,35,13,13,1,165,67,250
939972,1120,50,2,2,0,165,24,3034
939973,1505,28,4,13,1,158,58,3012
939975,2230,38,14,12,1,59,68,8452
939977,2115,29,4,5,1,158,58,2933
939984,1700,9,18,7,0,151,58,8544
939987,1540,16,56,19,1,188,58,9916
939997,2045,62,22,0,1,48,24,7160
939998,2314,49,2,6,1,133,68,9506
940018,1330,47,2,0,1,189,56,6046
940019,2210,38,2,0,1,199,51,8387
940025,1320,57,81,13,1,188,58,7989
940032,1700,31,2,16,1,188,58,3999
940035,1130,18,63,0,0,199,58,5900
940038,2120,16,2,2,1,3,29,532
940040,1130,36,23,6,1,199,45,9607
940046,1810,26,37,8,0,199,58,1056
940047,1300,59,2,18,1,223,28,9269
940053,1230,17,36,0,0,189,58,1761
940061,1720,39,4,7,0,88,56,1464
940063,1330,39,37,8,0,189,58,934
940067,1445,26,56,15,0,162,58,4535
940095,910,57,72,12,0,218,68,7396
940097,900,67,4,16,0,156,58,3978
940100,1730,21,72,12,0,218,68,6634
940105,1700,51,4,2,0,165,58,8917
940114,1855,53,2,11,0,165,69,4812
940130,1345,36,62,13,0,199,51,9345
940132,1700,18,4,3,0,189,58,1601
940135,2035,27,4,10,0,199,58,7996
940136,930,37,4,17,0,199,58,10038
940147,300,28,37,10,0,199,58,9793
940148,1430,54,13,12,1,189,58,5021
940150,1925,22,4,1,1,188,68,8090
940171,2100,64,2,14,1,189,70,5288
940172,1210,48,4,20,1,2,58,6830
940176,630,58,4,10,0,151,58,6372
940190,2255,27,10,17,1,79,8,10039
940194,1500,42,37,17,0,189,58,2168
940204,1500,60,4,11,0,188,58,3789
940205,1615,32,4,20,0,189,58,8561
940215,1200,78,23,3,0,189,68,9595
940217,305,38,2,6,1,188,39,9221
940226,1340,51,4,11,0,59,58,5381
940227,5,33,4,2,1,188,58,3852
940230,135,37,37,4,0,189,68,6757
940243,1920,35,23,1,0,151,70,4644
940246,1000,37,67,6,1,151,68,2952
940248,1700,68,4,10,0,188,58,5216
940251,1520,71,2,19,1,199,32,9940
940255,2335,31,2,19,1,164,44,6998
940263,1600,30,4,4,0,165,58,8692
940268,340,31,3,20,1,188,28,9953
940270,1325,31,10,17,0,151,21,2250
940275,1755,55,4,16,0,151,68,4003
940283,2000,61,4,15,1,188,58,234
940295,1420,26,23,16,1,151,70,6505
940296,2200,44,37,17,1,188,58,9560
940308,1445,25,80,8,0,199,45,1222
940309,1100,30,2,13,1,188,58,129
940314,2245,33,2,13,0,199,51,3609
940318,700,24,75,12,0,218,68,7396
940319,915,42,2,15,0,199,22,9679
940327,1,47,37,16,1,151,58,6430
940332,1500,57,23,19,0,189,70,7066
940357,320,24,36,4,0,189,58,4034
940369,1200,26,56,10,1,199,58,9852
940372,530,38,2,15,1,199,24,10116
940375,1430,18,43,14,1,188,68,8927
940377,158,53,4,8,1,199,58,9595
940382,2040,22,80,3,1,199,14,8802
940386,1830,48,2,0,1,199,0,9111
940395,1020,65,4,12,0,218,68,7396
940410,1000,30,72,12,1,218,68,7396
940427,225,35,10,11,1,151,28,4453
940433,1420,71,4,14,1,90,58,452
940442,30,23,4,3,0,158,58,1512
940448,915,29,37,2,0,189,58,8861
940450,1930,63,37,7,0,189,58,8585
940470,1850,45,4,4,1,158,58,2748
940493,300,29,56,9,1,199,24,2350
940502,815,62,4,5,1,165,58,9705
940504,740,18,4,13,1,199,58,10042
940526,2130,44,75,12,0,218,68,5283
940529,45,32,4,0,1,199,58,10042
940535,1835,21,56,15,0,188,58,4247
940539,801,26,22,0,1,199,24,6124
940540,1510,53,56,13,1,21,58,10138
940542,2200,68,56,0,1,188,58,7680
940545,1040,15,10,0,1,193,21,8406
940556,800,35,56,9,1,199,51,10045
940562,2210,20,4,14,1,199,58,9527
940563,1330,25,2,0,0,199,24,7600
940567,100,40,37,7,0,151,58,8544
940591,1445,17,4,17,1,188,58,10027
940592,1130,62,4,0,1,199,58,8271
940603,255,22,4,9,1,227,58,5301
940604,1020,46,10,14,0,199,66,6059
940606,1000,32,2,15,1,151,56,4086
940637,1930,23,56,1,0,199,58,7989
940642,1900,30,36,4,0,151,58,3825
940649,1630,62,23,12,0,189,70,7355
940653,915,17,4,17,1,188,58,2289
940665,1240,37,43,17,0,172,58,6971
940690,1250,11,2,14,1,177,23,920
940697,200,52,37,20,0,189,58,2648
940701,845,31,23,14,0,189,70,8174
940708,1430,27,4,16,1,199,58,9199
940713,1715,41,14,12,1,188,68,887
940714,56,30,2,20,1,60,24,4206
940716,200,32,13,12,1,151,68,1275
940721,730,37,23,19,1,189,58,2859
940737,1300,23,37,14,0,199,58,2848
940738,1430,38,2,15,1,165,69,6325
940743,2055,41,23,14,1,189,70,702
940744,1320,31,38,11,0,199,58,5049
940751,1310,30,36,6,0,223,58,6553
940755,2230,71,56,19,1,79,70,3053
940756,1800,54,2,4,1,199,69,4068
940760,1915,16,23,0,0,189,70,7084
940766,1807,33,2,19,0,199,24,2830
940775,2200,27,4,8,1,159,58,1811
940778,2100,43,51,11,0,71,58,5236
940780,500,36,4,1,0,74,68,8065
940785,1600,25,23,17,0,158,70,7675
940788,1345,55,62,15,1,189,51,5009
940798,1100,25,23,8,1,67,70,6175
940800,1945,61,4,15,1,189,58,8779
940805,815,26,4,15,0,151,58,3412
940815,130,26,7,9,0,199,58,9214
940820,1725,60,4,8,0,199,58,1437
940822,1925,36,10,18,1,199,28,9759
940823,1230,36,4,11,0,199,58,3638
940824,115,28,2,7,1,151,43,8396
940829,2315,51,2,6,1,199,56,10163
940839,900,50,10,8,0,165,70,7012
940843,1000,26,2,4,0,199,69,4030
940849,2230,58,10,9,0,189,24,9457
940863,130,24,56,7,1,199,58,9866
940867,1530,68,23,14,0,189,70,8185
940880,100,19,37,14,0,151,58,540
940881,1610,56,2,15,1,188,36,10094
940883,930,57,86,1,1,159,58,5930
940891,2230,33,37,14,0,188,58,7401
940900,1100,59,10,15,1,151,53,5448
940906,915,47,4,3,1,189,58,914
940908,1430,26,2,2,1,66,58,3511
940912,1758,39,72,12,0,218,68,40
940916,1440,24,56,9,1,165,58,5678
940930,1222,32,23,16,1,158,70,7669
940933,2140,22,4,14,0,189,58,2857
940939,30,21,2,7,0,151,15,9033
940941,2300,19,23,0,1,86,54,6313
940960,2000,28,37,1,0,151,58,6732
940964,1300,17,4,12,0,218,58,4623
940973,2350,23,58,7,0,223,58,9375
940976,1855,37,4,1,1,188,58,3750
940979,1700,16,4,12,0,188,58,5874
940987,1200,88,4,2,1,189,58,3059
940994,830,33,36,4,1,189,39,874
941012,1945,29,56,15,1,199,58,4818
941014,530,44,4,7,1,188,58,9797
941015,315,50,14,9,0,199,68,59
941029,1830,48,2,14,1,189,58,7501
941032,1310,42,4,8,0,199,58,905
941038,1040,58,75,12,1,218,68,6634
941044,2030,41,36,19,0,164,68,2817
941052,1830,48,10,15,1,165,37,6197
941053,1930,4,10,2,0,151,37,2862
941059,1740,15,4,14,0,67,58,4631
941071,600,53,37,2,0,189,58,3948
941073,1000,7,7,3,1,50,58,1511
941075,1820,45,4,8,0,188,68,10013
941082,1400,32,37,3,1,189,68,1945
941084,2000,48,4,0,0,165,58,6509
941089,1445,33,10,15,0,199,24,10116
941105,1645,35,56,1,1,74,58,8090
941109,1200,40,75,12,0,218,68,4623
941111,700,39,2,19,1,189,68,3234
941112,45,74,4,19,1,189,58,2864
941114,2100,27,2,8,1,189,68,976
941136,300,27,37,11,0,151,68,4536
941138,2335,56,4,1,1,131,68,7989
941143,1830,29,23,0,0,189,70,7300
941146,800,32,23,17,0,151,70,2231
941153,2050,27,2,19,1,210,24,3344
941163,130,55,4,5,1,160,58,140
941176,135,76,4,14,0,199,58,6810
941179,815,42,4,0,0,48,58,2781
941189,25,26,2,4,1,199,45,7377
941203,1300,26,4,1,1,199,58,9514
941206,1940,56,4,13,0,188,58,5464
941210,2300,33,37,8,1,151,58,1566
941222,1,32,37,11,0,223,58,5255
941225,600,34,37,8,0,189,58,7277
941226,1507,51,2,0,0,188,24,7778
941232,1020,52,37,12,0,199,68,26
941241,1140,25,37,6,0,151,58,7456
941242,100,29,37,6,0,189,58,2689
941249,1600,23,14,12,1,188,68,8827
941251,1100,44,4,0,0,152,58,10042
941256,2100,39,23,16,0,189,54,3797
941258,1900,25,36,0,1,189,37,3569
941264,1100,55,10,0,1,199,33,3001
941268,1,39,37,20,1,151,58,6974
941276,1645,44,4,19,1,189,58,6849
941282,1615,45,4,11,1,151,68,170
941289,2120,39,4,15,1,182,58,4491
941292,100,48,36,9,0,188,32,6168
941304,2240,56,2,4,1,165,5,10135
941308,645,40,4,4,1,192,58,9140
941319,500,31,37,6,0,189,8,2681
941321,1300,27,4,6,1,188,58,8692
941338,1240,15,56,0,1,67,58,8160
941346,930,46,43,12,0,188,58,9858
941353,910,36,4,16,1,189,58,4245
941354,2315,27,37,19,1,199,58,3471
941359,50,28,10,4,0,188,53,6019
941361,300,20,37,15,0,189,58,4945
941364,1100,22,36,16,0,189,58,7800
941365,1950,61,4,1,0,149,58,9167
941367,2210,22,2,7,1,165,21,2254
941380,1920,79,16,12,1,189,68,7911
941389,1250,39,23,19,0,158,70,3096
941392,2300,27,36,19,0,151,58,3273
941398,920,47,37,13,0,151,58,5970
941413,2200,30,37,0,0,151,58,7097
941416,1230,25,4,0,0,199,58,7609
941417,1331,42,22,0,1,189,58,868
941418,1444,25,23,8,0,159,70,7267
941422,1605,15,2,1,1,199,67,6795
941424,500,55,76,11,1,151,70,4422
941426,1304,44,75,12,1,158,68,6464
941430,1900,31,3,3,1,199,37,9400
941434,1450,42,2,10,0,182,56,4066
941438,615,32,4,12,0,218,68,40
941444,1730,12,4,2,0,151,58,8461
941447,120,31,38,17,0,199,58,9957
941453,1430,47,4,2,1,165,58,2879
941455,1440,25,4,1,1,188,58,9639
941458,1230,25,10,17,1,165,0,10014
941460,1100,42,2,14,1,199,66,964
941463,2230,18,4,12,1,199,58,8202
941465,2050,18,4,8,1,158,58,712
941466,1910,34,10,7,0,199,51,9767
941477,1100,38,14,9,0,199,68,2417
941486,2053,35,61,16,1,151,36,3972
941489,244,48,37,10,1,189,58,16
941491,1115,50,37,19,0,151,58,7059
941496,530,50,75,12,1,218,68,4623
941497,1830,44,56,4,1,199,54,5934
941503,2130,67,4,1,1,188,58,6591
941514,500,44,37,6,0,151,58,6135
941523,1830,49,4,6,1,151,68,2899
941524,2205,15,4,12,0,16,58,1417
941531,1,25,56,6,1,199,37,9926
941532,2300,34,37,13,0,199,58,10139
941533,332,29,2,18,1,199,24,9849
941534,2235,22,2,20,0,182,45,8385
941537,1335,45,4,14,0,189,58,613
941539,1000,37,2,6,0,199,24,299
941540,2000,49,4,14,0,151,58,3664
941548,1930,38,80,13,1,199,19,8605
941556,2200,46,52,0,0,189,58,6498
941561,2210,29,56,19,1,77,58,3096
941563,1200,44,2,12,1,79,21,4855
941572,900,58,4,1,1,149,58,7350
941580,1600,37,4,1,1,190,70,5923
941581,1850,36,10,13,1,60,28,10041
941584,1900,36,23,19,1,182,70,3120
941592,1310,31,23,11,0,158,70,4889
941596,650,30,75,12,0,218,68,5926
941626,2130,42,13,17,1,189,68,5798
941634,300,35,2,12,1,151,67,5040
941635,1500,28,2,14,0,151,68,8593
941644,345,23,36,0,0,189,58,6412
941646,1330,55,4,8,1,199,58,10128
941650,1440,43,37,10,0,189,58,4992
941651,1230,28,2,11,1,199,24,6593
941654,1230,53,4,2,1,165,58,611
941658,2230,34,4,11,0,182,58,7495
941671,2250,19,4,12,0,21,68,6988
941680,1300,13,4,5,1,73,58,4523
941687,1459,23,6,15,1,33,58,6766
941692,655,26,2,14,1,151,29,8888
941694,1340,36,4,15,0,199,68,10071
941696,625,42,2,10,1,188,68,10042
941698,2030,57,13,17,1,189,68,6238
941699,1230,22,4,13,0,213,58,308
941700,700,28,37,15,0,189,58,6343
941719,1205,35,72,12,1,218,68,40
941721,2030,40,80,17,1,199,68,10158
941724,1800,64,13,16,0,189,58,4237
941729,2000,56,56,15,0,21,66,10042
941735,1430,29,37,17,0,151,58,2299
941738,1745,52,2,11,0,189,32,3763
941742,930,29,36,19,0,151,58,7172
941744,1030,67,13,16,1,151,68,6973
941745,1445,25,4,8,0,165,58,5074
941751,1025,13,24,16,0,73,58,7724
941760,1440,34,72,0,1,174,58,3014
941765,2215,30,37,3,0,189,58,589
941773,100,42,10,7,1,151,37,1592
941777,2200,46,56,14,1,188,58,9381
941780,1900,43,37,13,1,189,58,5285
941793,1635,55,2,0,1,199,0,9742
941794,2050,31,56,11,1,188,28,9099
941801,2000,45,37,7,0,151,58,2285
941803,1230,60,2,18,1,189,58,2459
941804,2255,43,10,14,0,3,0,8648
941817,200,29,2,5,1,188,51,30
941820,1810,21,56,14,0,199,58,418
941836,1200,12,18,19,0,151,58,6291
941852,2100,27,2,18,1,158,58,1032
941859,920,57,4,1,1,188,68,3520
941860,340,39,2,1,1,162,24,5998
941863,100,19,4,9,1,199,58,5937
941876,1330,63,13,18,1,180,68,1007
941880,1230,27,4,7,1,199,58,2324
941881,310,55,72,12,1,218,68,5283
941883,2230,39,2,14,0,165,69,9655
941885,1900,26,23,14,1,189,70,542
941889,1325,28,37,9,1,223,58,8605
941892,1518,13,2,9,0,199,58,6653
941896,1450,63,4,4,0,189,58,754
941910,910,47,56,0,1,199,24,9393
941913,1930,65,23,2,1,186,70,888
941919,1830,23,23,19,1,165,70,7279
941927,1200,16,57,6,0,151,58,7129
941940,852,33,4,17,1,189,58,2159
941943,2220,20,75,12,0,218,68,4623
941944,1120,34,56,7,1,86,63,612
941949,1930,23,2,15,0,48,58,1366
941960,1950,25,74,1,0,199,58,8603
941972,420,42,3,20,1,199,24,5078
941992,900,77,4,13,0,156,58,1320
942012,1750,18,4,2,1,164,58,4126
942013,1815,50,61,14,0,189,66,5428
942015,2000,61,2,9,1,77,8,9112
942016,1540,22,3,3,1,223,58,7837
942017,20,32,77,13,0,199,68,10138
942028,1530,70,81,8,0,151,45,6946
942031,1735,39,4,16,1,151,58,7846
942039,1800,63,4,10,0,189,58,4931
942047,1,13,57,20,0,151,58,2643
942055,2130,24,4,19,1,189,58,3470
942057,940,35,10,1,0,151,23,4644
942060,800,14,7,17,0,73,58,7337
942061,2000,22,52,15,0,71,58,10117
942073,1540,15,4,14,0,193,58,4631
942084,800,42,43,3,0,199,58,10034
942096,850,71,37,7,1,151,68,8870
942102,1115,38,2,9,0,188,21,10045
942103,1030,56,37,15,1,189,58,385
942113,1815,35,14,13,1,223,68,9720
942119,130,32,37,10,0,151,58,3625
942130,1858,57,36,0,0,151,32,7043
942134,1515,56,14,12,1,188,68,6584
942139,1530,23,4,13,0,158,58,3937
942141,1530,46,4,15,0,165,58,9558
942142,1615,34,4,2,1,188,58,9238
942148,2140,18,56,12,1,16,66,2
942154,1530,18,4,16,1,165,58,3506
942157,208,64,23,4,0,189,70,4236
942159,1820,38,37,1,0,189,68,5357
942169,1922,66,13,18,0,189,68,7376
942177,1517,18,4,6,0,189,58,303
942187,20,36,58,2,0,189,58,3311
942192,725,47,2,15,1,199,29,6762
942197,1230,34,37,0,0,199,58,3019
942206,1515,19,4,0,1,182,58,3025
942209,1520,39,36,4,0,151,14,8628
942213,2349,38,23,19,0,156,70,3260
942215,1730,22,4,14,1,189,58,4654
942223,822,66,23,12,1,151,70,1872
942224,2053,6,61,16,1,151,66,3972
942230,200,52,37,0,0,199,58,8432
942232,900,43,2,16,0,199,58,9273
942237,2359,54,36,8,1,151,68,1410
942238,800,63,4,15,0,158,58,1777
942239,705,30,37,4,0,151,58,1239
942250,1630,53,37,14,0,188,58,3576
942252,2100,23,56,11,1,165,58,5592
942253,430,26,37,0,0,189,58,1760
942260,310,27,37,19,0,151,58,3456
942268,1730,54,23,5,1,199,70,9759
